longitude,latitude,population,median_income,ocean_proximity
-117.29,35.54,3431,3.4145,INLAND
-116.88,33.93,865,1.2188,INLAND
-117.88,33.84,837,6.1168,<1H OCEAN
-117.49,33.99,1153,4.84,INLAND
-117.98,34.03,484,2.625,<1H OCEAN
-119.23,34.19,1489,6.4522,NEAR OCEAN
-117.86,33.75,3356,1.5054,<1H OCEAN
-118.43,34.01,2242,2.697,<1H OCEAN
-122.31,38.01,1895,3.2759,NEAR BAY
-122.43,37.79,1248,7.2623,NEAR BAY
-118.19,33.95,1559,2.3882,<1H OCEAN
-117.11,32.91,855,7.5992,<1H OCEAN
-118.47,34.04,1310,4.516,<1H OCEAN
-122.42,37.75,1447,3.3555,NEAR BAY
-117.34,34.08,730,3.2305,INLAND
-122.06,37.99,384,1.8229,NEAR BAY
-122.06,37.54,3526,5.0838,NEAR BAY
-117.14,32.74,2592,2.5553,NEAR OCEAN
-122.07,38,462,3.625,NEAR BAY
-122.35,40.57,859,1.6821,INLAND
-121.37,38.69,590,2.7009,INLAND
-120.19,36.6,931,1.5536,INLAND
-121.28,38.03,684,3.9265,INLAND
-117.51,33.95,4285,4.9984,INLAND
-118.36,33.88,1107,4.7404,<1H OCEAN
-122.3,37.97,911,3.375,NEAR BAY
-120.87,37.76,601,1.7143,INLAND
-115.73,33.09,258,2.9,INLAND
-121.22,37.79,1320,2.5025,INLAND
-121.98,37.95,2724,6.7371,INLAND
-121.79,37.67,947,6.0797,INLAND
-117.9,33.9,1430,6.9399,<1H OCEAN
-122.04,37.85,2181,9.5862,NEAR BAY
-119.73,34.42,907,5.4127,NEAR OCEAN
-116.44,33.77,955,2.2439,INLAND
-117.31,34.17,1650,3.0078,INLAND
-117.14,32.8,710,2.5368,NEAR OCEAN
-122.13,37.7,1333,3.4583,NEAR BAY
-122.48,38.31,1124,2.3276,<1H OCEAN
-118.37,33.88,669,4.4211,<1H OCEAN
-121.45,38.64,1079,1.867,INLAND
-122.57,38.02,3798,5.6512,NEAR BAY
-118.02,33.79,3281,6.1142,<1H OCEAN
-124.07,40.87,796,2.2138,NEAR OCEAN
-116.91,34.24,1350,1.6336,INLAND
-117.65,33.62,1140,6.2899,<1H OCEAN
-116.94,32.81,1686,2.136,<1H OCEAN
-119.78,36.76,1063,1.75,INLAND
-122.05,38,356,2.3462,NEAR BAY
-122.24,37.49,1191,3.7463,NEAR OCEAN
-121.46,38.54,843,1.7692,INLAND
-117.93,33.95,1382,7.4597,<1H OCEAN
-117.96,33.69,1319,6.091,<1H OCEAN
-122.04,37.96,1500,1.837,NEAR BAY
-121.3,37.97,766,2.2981,INLAND
-121.74,37.35,217,5.2327,<1H OCEAN
-121.58,39.14,520,0.8928,INLAND
-119.75,36.71,1543,1.4577,INLAND
-118.36,33.98,1715,2.7712,<1H OCEAN
-122.18,37.73,646,2.9063,NEAR BAY
-122.64,38.87,519,1.5739,INLAND
-120.72,38.42,2237,3.0465,INLAND
-118.2,33.77,1566,1.5076,NEAR OCEAN
-118.43,34.2,2240,3.0221,<1H OCEAN
-122.74,38.44,1644,2.6576,<1H OCEAN
-118.12,33.91,381,3.7917,<1H OCEAN
-118.03,33.95,934,4.1471,<1H OCEAN
-122.76,38.46,2252,4.2061,<1H OCEAN
-121.83,37.28,1168,3.9009,<1H OCEAN
-118.48,34.25,1074,5.1068,<1H OCEAN
-121.35,38.28,1986,3.2234,INLAND
-118.18,33.82,1042,3.5,NEAR OCEAN
-122.02,37.01,345,10.0968,NEAR OCEAN
-117.67,33.49,128,8.163,<1H OCEAN
-117.59,34.13,9716,3.8505,INLAND
-117.89,34.09,583,2.3971,<1H OCEAN
-122.68,38.43,161,6.0774,<1H OCEAN
-118.32,33.87,1967,5.3244,<1H OCEAN
-118.58,34.06,1560,8.8666,<1H OCEAN
-118.03,33.96,614,3.117,<1H OCEAN
-117.81,33.82,1019,12.2092,<1H OCEAN
-122.15,37.41,359,7.0309,NEAR BAY
-116.87,33.57,446,3.038,INLAND
-121.72,37.7,729,6.1023,INLAND
-122.26,38,318,5.2375,NEAR BAY
-118.25,34.14,3749,2.1602,<1H OCEAN
-118.4,33.86,938,4.7105,<1H OCEAN
-117.18,33.15,5410,2.32,<1H OCEAN
-117.33,34.12,838,1.3417,INLAND
-117.98,33.68,1542,7.3982,<1H OCEAN
-122.46,37.78,1400,3.2396,NEAR BAY
-122.33,37.97,1179,3.5463,NEAR BAY
-122.31,37.56,829,4.9013,NEAR OCEAN
-118.13,33.86,919,3.5833,<1H OCEAN
-118.42,34.18,856,3.3594,<1H OCEAN
-121.52,38.9,802,2.9048,INLAND
-121.99,37.26,982,7.9234,<1H OCEAN
-120.98,37.64,2052,1.6952,INLAND
-117.87,33.92,1905,6.3303,<1H OCEAN
-117.79,33.77,1292,8.5403,<1H OCEAN
-117.96,33.73,1454,6.6324,<1H OCEAN
-121.63,37.12,1110,2.4821,<1H OCEAN
-117.89,33.77,1849,4.4732,<1H OCEAN
-118.24,34.15,1892,1.7301,<1H OCEAN
-122.06,37.96,788,4.2917,NEAR BAY
-119.85,36.76,845,1.8214,INLAND
-118.09,34.01,1538,3.5469,<1H OCEAN
-123.73,39.17,1745,2.375,NEAR OCEAN
-121.4,36.84,1430,3.0912,INLAND
-118.21,33.8,1053,3.2778,NEAR OCEAN
-119.62,36.56,1467,1.8878,INLAND
-118.81,34.25,3950,5.716,<1H OCEAN
-117.1,33,7417,5.9094,<1H OCEAN
-118.38,33.86,908,7.674,<1H OCEAN
-118.31,34.04,2070,2.0658,<1H OCEAN
-121.5,38.52,1261,2.2574,INLAND
-118,34.13,742,3.5481,INLAND
-118.35,33.91,1282,2.7813,<1H OCEAN
-118.98,35.37,1223,0.9675,INLAND
-117.9,33.88,947,9.0055,<1H OCEAN
-121.65,39.16,2087,2.3963,INLAND
-119.81,36.6,1291,2.4006,INLAND
-118.02,34.15,1045,3.875,INLAND
-118.09,34.7,1543,2.8548,INLAND
-118.42,34.27,1371,3.225,<1H OCEAN
-118.32,34.07,861,8.8062,<1H OCEAN
-122.46,37.73,1276,8.0069,NEAR BAY
-116.53,33.78,411,2.5489,INLAND
-120.99,39.22,737,2.8942,INLAND
-116.47,34.07,2581,1.9375,INLAND
-122.28,37.82,701,1.6098,NEAR BAY
-118.47,35.64,927,1.3023,INLAND
-118.26,33.97,880,1.5962,<1H OCEAN
-117.2,32.78,1132,4.0057,NEAR OCEAN
-118.55,34.28,3468,8.1125,<1H OCEAN
-117.86,33.84,920,3.0087,<1H OCEAN
-117.78,33.78,3744,10.1714,<1H OCEAN
-121.86,37.41,1718,5.5073,<1H OCEAN
-117.58,34.11,6443,4.7547,INLAND
-118.02,34.12,870,6.5784,INLAND
-117.08,32.93,6600,6.0857,<1H OCEAN
-117.62,34.02,1207,5.0431,INLAND
-117.25,32.86,594,7.2821,NEAR OCEAN
-121.32,37.96,922,3.1845,INLAND
-118.45,33.96,1090,6.3267,<1H OCEAN
-119.79,36.77,1000,2.0357,INLAND
-118.2,33.92,1432,3.0871,<1H OCEAN
-118.33,34.16,770,3.4016,<1H OCEAN
-118.24,33.89,1166,2.6165,<1H OCEAN
-115.38,32.81,950,1.8958,INLAND
-117.82,33.85,1189,5.2227,<1H OCEAN
-121.97,37.3,2758,3.0079,<1H OCEAN
-121.24,38.75,3667,5.4896,INLAND
-118.91,36.79,187,3.7857,INLAND
-121.27,37.95,573,1.7212,INLAND
-122.49,37.75,1177,4.8516,NEAR OCEAN
-123.2,39.15,592,2.0074,<1H OCEAN
-122.26,37.54,779,6.9635,NEAR BAY
-117.29,33.05,672,3.1667,NEAR OCEAN
-118.39,33.88,607,8.1513,<1H OCEAN
-118.24,33.99,498,2.4107,<1H OCEAN
-117.92,33.77,3282,3.522,<1H OCEAN
-118.16,33.86,4066,2.5068,<1H OCEAN
-122.16,37.71,366,3.4643,NEAR BAY
-119.67,36.82,1133,4.5577,INLAND
-122.24,37.47,689,6.1244,NEAR OCEAN
-122.6,38.11,3594,5.3962,<1H OCEAN
-117.61,33.63,1970,6.1078,<1H OCEAN
-118.28,33.96,2048,1.5313,<1H OCEAN
-117.89,33.85,1292,3.875,<1H OCEAN
-121.77,36.93,1844,3.0192,<1H OCEAN
-121.37,38.68,937,3.1786,INLAND
-118.26,33.85,1087,5.293,<1H OCEAN
-122.17,37.73,1231,2.1587,NEAR BAY
-122.54,37.96,596,10.129,NEAR BAY
-124.16,40.8,1150,1.7308,NEAR OCEAN
-120.45,34.66,1462,4.7875,NEAR OCEAN
-120.45,34.95,2232,2.375,<1H OCEAN
-117.17,33.34,1022,2.7986,<1H OCEAN
-118.42,34,734,3.2708,<1H OCEAN
-119.35,36.52,2199,2.6445,INLAND
-121.84,37.29,1780,4.3851,<1H OCEAN
-120.24,37.96,935,1.625,INLAND
-122.42,37.77,2619,2.5755,NEAR BAY
-117.91,33.9,383,9.3125,<1H OCEAN
-121.53,38.58,2414,1.9728,INLAND
-121.23,37.8,1155,2.2254,INLAND
-117.65,33.58,703,7.8061,<1H OCEAN
-121,37.6,3116,2.6899,INLAND
-118.07,34.17,1215,5.5418,INLAND
-117.69,33.64,1279,6.9741,<1H OCEAN
-121.78,37.23,1055,5.898,<1H OCEAN
-121.85,37.4,1145,5.5968,<1H OCEAN
-121.32,37.98,1916,1.3531,INLAND
-118.16,33.84,1462,3.8646,<1H OCEAN
-118.04,34.12,921,6.5989,INLAND
-122.21,37.8,1260,2.8929,NEAR BAY
-117.8,34.05,2485,4.1118,<1H OCEAN
-121.43,38.61,1100,2.1694,INLAND
-121.8,36.72,1296,5.4508,<1H OCEAN
-122.02,37.58,2097,3.3617,NEAR BAY
-119.32,36.19,861,1.0962,INLAND
-118.2,33.81,742,4.6458,NEAR OCEAN
-117.91,33.75,3842,3.0635,<1H OCEAN
-118.13,34.02,788,2.5852,<1H OCEAN
-118.12,34.7,2833,4.3229,INLAND
-122.41,37.75,2034,2.0325,NEAR BAY
-118.26,34.09,669,3.6434,<1H OCEAN
-122.29,37.92,568,6,NEAR BAY
-117.43,34.1,834,3.7011,INLAND
-117.9,33.71,2592,6.1966,<1H OCEAN
-118.43,33.9,553,5.4088,<1H OCEAN
-121.43,36.5,1867,2.3879,<1H OCEAN
-120.45,37.32,618,4.8214,INLAND
-118.25,33.93,1068,0.9889,<1H OCEAN
-122.5,37.74,1098,3.7552,NEAR OCEAN
-122.04,37.95,341,4.7188,NEAR BAY
-117.34,34.02,2047,2.275,INLAND
-118.26,33.9,981,4.0234,<1H OCEAN
-120.45,34.94,1240,2.4091,<1H OCEAN
-117.24,33.18,1646,5.0195,<1H OCEAN
-118.15,34.18,1985,2.2328,<1H OCEAN
-122.16,37.46,844,6.227,NEAR BAY
-117.95,33.78,2017,2.9726,<1H OCEAN
-119.05,34.13,69,5.0066,NEAR OCEAN
-118.3,33.98,902,1.9556,<1H OCEAN
-120.98,37.69,1296,5.5684,INLAND
-118.27,34.05,2081,0.9563,<1H OCEAN
-122.41,37.8,2957,1.8295,NEAR BAY
-117.98,33.99,1429,7.0778,<1H OCEAN
-121.93,37.31,1638,2.8981,<1H OCEAN
-121.44,38.61,1000,1.0467,INLAND
-118.28,34.76,1817,4.7875,INLAND
-117.02,32.79,868,4.0491,<1H OCEAN
-117.21,34.08,2382,3.0587,INLAND
-118.21,34.05,2868,2.121,<1H OCEAN
-121.22,37.8,521,2.125,INLAND
-122.45,37.77,1275,3.35,NEAR BAY
-121.87,37.46,58,15.0001,<1H OCEAN
-118.26,34.02,1308,1.5652,<1H OCEAN
-117.23,32.73,1562,2.5259,NEAR OCEAN
-118.25,34.23,1157,4.4083,<1H OCEAN
-118.15,33.78,904,2.0875,NEAR OCEAN
-117.48,33.91,1869,4.2207,INLAND
-122.06,38.26,672,3.3839,INLAND
-117.12,32.7,763,1.8187,NEAR OCEAN
-121.87,37.35,3019,2.9222,<1H OCEAN
-118.15,33.88,2688,2.52,<1H OCEAN
-122.55,38.07,555,6.7232,NEAR BAY
-118.05,34.13,1475,3.735,INLAND
-119.02,35.43,956,3.1736,INLAND
-122.42,37.73,1765,3.3333,NEAR BAY
-122.53,37.97,700,2.5125,NEAR BAY
-122.21,37.78,1240,2.3125,NEAR BAY
-117.29,34.15,856,2.9667,INLAND
-117.98,33.68,1704,6.2473,<1H OCEAN
-122.18,38.17,2228,5.2523,NEAR BAY
-117.98,33.71,1601,5.6825,<1H OCEAN
-118.34,35.27,1167,2.3917,INLAND
-121.38,38.55,1407,4.3288,INLAND
-118.32,34.09,626,2.0341,<1H OCEAN
-121.5,38.58,2031,0.7526,INLAND
-118.3,34.19,746,4.7986,<1H OCEAN
-116.42,33.76,2524,7.6281,INLAND
-118.27,34.15,1494,3.2171,<1H OCEAN
-117.98,34.1,5389,3.7727,INLAND
-115.64,32.8,569,3.1667,INLAND
-119.73,36.68,681,1.7986,INLAND
-118.6,34.13,5452,9.1232,<1H OCEAN
-118.3,34.04,2080,1.7225,<1H OCEAN
-120.68,35.25,1634,2.2868,NEAR OCEAN
-122.3,37.56,750,5.5381,NEAR OCEAN
-119.25,35.77,1449,1.6786,INLAND
-122.23,37.78,415,2.6429,NEAR BAY
-122.23,37.46,1015,4.2232,NEAR OCEAN
-121.57,39.76,557,2.0882,INLAND
-118.98,35.36,1059,1.2617,INLAND
-118.32,34.08,1250,2.4196,<1H OCEAN
-119.71,34.41,997,2.6538,NEAR OCEAN
-118.43,37.4,1225,4.1576,INLAND
-117.29,34.12,1308,1.2069,INLAND
-118.59,34.22,3056,4.0077,<1H OCEAN
-117.38,34.12,4115,2.4053,INLAND
-117.94,33.86,1394,4.6477,<1H OCEAN
-118.98,36.06,1497,2.343,INLAND
-118.49,34.27,1578,4.58,<1H OCEAN
-121.63,39.82,1610,2.6147,INLAND
-117.03,32.73,1557,3.5861,NEAR OCEAN
-118.32,33.79,1264,4.1477,<1H OCEAN
-122.43,37.73,494,5.0602,NEAR BAY
-121.91,36.59,966,4.6964,NEAR OCEAN
-118.21,33.94,1443,2.1903,<1H OCEAN
-117.59,33.67,633,6.5143,<1H OCEAN
-118.33,33.91,1106,3.3491,<1H OCEAN
-121.64,36.8,2975,4.5812,<1H OCEAN
-122.48,37.75,1052,4.4375,NEAR BAY
-122.42,37.8,932,3.3643,NEAR BAY
-118.39,34.17,1599,3.3516,<1H OCEAN
-121.37,38.42,1755,3.3281,INLAND
-124.14,40.78,982,3.4219,NEAR OCEAN
-118.32,33.89,1270,4.5053,<1H OCEAN
-122.41,37.75,1405,3.7813,NEAR BAY
-117.39,33.93,1832,4.8333,INLAND
-120.23,37.86,135,2.4615,INLAND
-121.91,37.29,371,5.6266,<1H OCEAN
-114.65,32.79,64,0.8571,INLAND
-117.78,33.97,179,8.4411,<1H OCEAN
-118.45,37.37,1385,4.337,INLAND
-117.85,33.61,1505,7.5674,<1H OCEAN
-122.01,36.98,1144,2.5954,NEAR OCEAN
-118.2,33.93,1780,3.4402,<1H OCEAN
-121.91,36.62,504,2.475,<1H OCEAN
-118.18,33.87,1627,3.7527,<1H OCEAN
-122.05,37.38,1367,4.072,<1H OCEAN
-118.26,34,2484,1.9208,<1H OCEAN
-118.19,34.02,546,2.3438,<1H OCEAN
-121.21,38.75,2006,4.3962,INLAND
-117.63,33.62,1293,3.7139,<1H OCEAN
-121.71,38.72,550,2.8882,INLAND
-121.88,37.67,937,6.4524,INLAND
-118.37,34.21,1181,3.1563,<1H OCEAN
-118.25,34.01,1980,1.7425,<1H OCEAN
-117.79,35.21,6,2.375,INLAND
-118.24,34.03,137,1.8333,<1H OCEAN
-120.99,37.66,754,2.9137,INLAND
-122.56,37.97,735,4.6944,NEAR BAY
-122.43,37.77,1188,2.3887,NEAR BAY
-121.91,37.93,703,8.7059,INLAND
-118.43,33.99,1212,4.0189,<1H OCEAN
-122.19,39.91,1433,1.8571,INLAND
-118.28,34,1353,2.1607,<1H OCEAN
-118.15,34.11,363,4.2981,<1H OCEAN
-121.99,36.98,669,4.3409,NEAR OCEAN
-118.87,34.2,775,7.001,<1H OCEAN
-122.5,37.74,1434,3.875,NEAR OCEAN
-122.26,37.5,842,3.6111,NEAR OCEAN
-118.95,34.17,1184,5.2955,<1H OCEAN
-122.72,38.45,780,3.1467,<1H OCEAN
-122.86,38.42,584,3.6667,<1H OCEAN
-121.79,38.67,981,4.7222,INLAND
-119.19,34.22,2460,3.125,NEAR OCEAN
-121.7,38.65,808,2.4167,INLAND
-119.68,36.81,1536,3.9792,INLAND
-121.91,36.6,1110,5.5519,NEAR OCEAN
-117.68,33.48,727,5.0527,<1H OCEAN
-121.28,38.14,1223,4.119,INLAND
-117.24,33.36,1250,4.5,<1H OCEAN
-117.13,32.96,1180,6.712,<1H OCEAN
-122.38,41.43,1155,1.6509,INLAND
-122.04,37.99,1478,4.125,NEAR BAY
-121.81,38.84,238,2.8542,INLAND
-122.31,37.56,815,4.2955,NEAR OCEAN
-118.28,33.82,2813,5.3849,<1H OCEAN
-122.64,38.25,1507,3.8,<1H OCEAN
-118.27,34.16,3164,2.9148,<1H OCEAN
-117.06,32.71,1566,3.8687,NEAR OCEAN
-122.06,37.38,837,5.6999,NEAR BAY
-118.11,34.01,775,2.2847,<1H OCEAN
-118.23,34.09,690,2.0476,<1H OCEAN
-118.2,33.94,1200,3.5125,<1H OCEAN
-118.41,33.93,1225,4.1818,<1H OCEAN
-118.2,33.94,1705,4.0441,<1H OCEAN
-122.87,38.61,1456,3.7361,<1H OCEAN
-118.04,34.04,1492,3.5,<1H OCEAN
-118.38,33.81,329,10.5045,NEAR OCEAN
-118.2,34.12,1557,2.9194,<1H OCEAN
-122.36,37.92,126,1.3929,NEAR BAY
-118.44,34.18,1206,2.2326,<1H OCEAN
-117.81,33.63,1798,8.1093,<1H OCEAN
-122.22,38.08,2920,3.436,NEAR BAY
-117.08,32.63,1607,2.1281,NEAR OCEAN
-122.29,40.44,840,1.3904,INLAND
-124.16,40.78,837,2.5417,NEAR OCEAN
-118.35,34.13,511,4.3333,<1H OCEAN
-122.26,37.57,3484,6.5948,NEAR BAY
-117.23,33.83,681,4.0833,INLAND
-122.59,38.43,785,3.4561,<1H OCEAN
-118.38,34.04,2120,2.7226,<1H OCEAN
-117.96,33.87,1152,3.7222,<1H OCEAN
-118.19,34.02,3260,2.3575,<1H OCEAN
-122,38.36,1390,2.7262,INLAND
-116.99,32.71,2355,3.8904,NEAR OCEAN
-121.78,37.68,1392,3.0222,INLAND
-121.26,38.68,1195,2.7477,INLAND
-117.72,33.61,618,2.5685,<1H OCEAN
-121.38,38.69,1460,2.6713,INLAND
-120.95,39.93,922,2.8125,INLAND
-122.47,37.5,1086,4.875,NEAR OCEAN
-118.02,33.76,1781,4.25,<1H OCEAN
-122.49,37.74,1147,3.4583,NEAR OCEAN
-118.19,33.97,1827,1.7562,<1H OCEAN
-118.02,33.84,2091,4.4821,<1H OCEAN
-117.31,34.04,1310,3.39,INLAND
-118.04,34.08,975,4.037,<1H OCEAN
-119.2,34.26,1194,5.4087,NEAR OCEAN
-117.99,33.84,1895,4.9115,<1H OCEAN
-118.2,34.13,2589,3.5349,<1H OCEAN
-121.85,36.6,1890,2.4864,<1H OCEAN
-118.11,34.08,1829,3.3966,<1H OCEAN
-117.97,33.83,1118,3.2546,<1H OCEAN
-117.15,32.76,811,2.75,NEAR OCEAN
-117.81,33.66,1192,5.8752,<1H OCEAN
-116.97,32.79,782,2.6635,<1H OCEAN
-122.23,37.8,949,1.9028,NEAR BAY
-119.78,36.8,1938,2.8994,INLAND
-122.01,37.53,889,5.7057,NEAR BAY
-118.89,34.22,1651,5.5402,<1H OCEAN
-124.17,40.77,990,2.2227,NEAR OCEAN
-120.96,37.67,1558,2.9219,INLAND
-122.14,37.73,823,5,NEAR BAY
-121.62,39.15,1168,3.0962,INLAND
-116.54,33.87,1687,1.9167,INLAND
-118.41,34,381,2.8393,<1H OCEAN
-118.14,33.79,1478,3.4833,NEAR OCEAN
-117.96,33.85,568,4.125,<1H OCEAN
-118.05,33.83,2286,5.7018,<1H OCEAN
-122.14,37.9,2099,10.3224,NEAR BAY
-117.95,34.09,1296,2.851,<1H OCEAN
-117.66,35.61,2623,4.8494,INLAND
-118.22,34.14,1203,5.5291,<1H OCEAN
-118.38,34.04,254,6.2895,<1H OCEAN
-118.09,33.89,717,4.0926,<1H OCEAN
-121.37,38.57,1762,2.6635,INLAND
-118.39,34.17,2806,3.1929,<1H OCEAN
-121.38,36.85,2903,3.7316,INLAND
-122.1,37.66,768,4.275,NEAR BAY
-122.43,37.43,5467,4.8405,NEAR OCEAN
-117.3,33.07,2165,3.5585,NEAR OCEAN
-122.49,37.59,1498,5.1282,NEAR OCEAN
-118.31,34.05,1161,3.1406,<1H OCEAN
-118.42,34,883,5.0357,<1H OCEAN
-122.02,37.59,855,3.6923,NEAR BAY
-116.39,33.72,2496,3.5569,INLAND
-124.15,40.78,911,3.1711,NEAR OCEAN
-119.29,34.44,2361,3.2279,NEAR OCEAN
-122.17,37.73,925,3.25,NEAR BAY
-117.44,33.93,715,4.375,INLAND
-117.99,34.06,2660,2.564,INLAND
-122.29,37.81,18,0.4999,NEAR BAY
-118.42,34,2355,3.1603,<1H OCEAN
-121.82,37.73,51,4.3472,INLAND
-122.03,37.54,3038,5.0739,NEAR BAY
-122.7,38.45,640,4.1734,<1H OCEAN
-117.31,34.14,972,3.2292,INLAND
-117.98,34.08,3537,3.4784,INLAND
-121.99,38.27,1762,3.1979,INLAND
-118.22,33.92,1789,1.9957,<1H OCEAN
-117.92,34.06,1420,5.184,<1H OCEAN
-119.85,36.97,1607,4.475,INLAND
-118.27,34.14,1025,3.0074,<1H OCEAN
-122.66,38.27,477,2.1696,<1H OCEAN
-118.48,34.04,1435,4.3158,<1H OCEAN
-117.99,33.84,1379,5.103,<1H OCEAN
-121.25,39.17,411,2.125,INLAND
-117.05,32.67,2842,3.9646,NEAR OCEAN
-121.29,37.97,1392,1.7794,INLAND
-117.08,33.82,935,4.065,INLAND
-118.29,33.99,1153,1.9375,<1H OCEAN
-121.06,39.22,837,2.325,INLAND
-118.38,33.96,1287,4.6923,<1H OCEAN
-117.18,32.78,3122,3.0481,NEAR OCEAN
-118.14,34.01,1296,2.3929,<1H OCEAN
-122.34,37.59,736,5.6206,NEAR OCEAN
-121.8,37.69,2222,5.4324,INLAND
-122.58,38.08,4406,5.615,NEAR BAY
-122.22,38.1,566,3.0221,NEAR BAY
-118.04,34.1,1590,4.8017,INLAND
-118.21,33.83,601,2.8837,NEAR OCEAN
-118.27,34.24,1050,6.3688,<1H OCEAN
-119.12,36.05,1063,2.1477,INLAND
-118.11,33.75,592,5.0926,NEAR OCEAN
-117.94,33.67,925,8.1839,<1H OCEAN
-118.54,34.28,2477,6.7248,<1H OCEAN
-122.04,37.35,1328,7.4729,<1H OCEAN
-121.99,37.36,917,4.6761,<1H OCEAN
-117.39,34.04,1841,2.8682,INLAND
-122.23,37.79,4367,2.1917,NEAR BAY
-121.54,38.58,2524,1.3177,INLAND
-118.29,34.02,1526,2.087,<1H OCEAN
-117.87,33.83,1140,5.6163,<1H OCEAN
-118.17,34.03,1064,2.4167,<1H OCEAN
-121.24,38.78,1049,3.5288,INLAND
-118.13,34.13,1500,4.8304,<1H OCEAN
-117.09,32.76,882,2.2287,NEAR OCEAN
-120.84,35.32,1656,3.526,NEAR OCEAN
-121.85,37.26,1158,7.4323,<1H OCEAN
-117.18,32.95,8980,6.3237,<1H OCEAN
-116.45,33.8,2283,3.6161,INLAND
-117.25,33,931,5.8393,NEAR OCEAN
-122.13,37.68,924,3.6,NEAR BAY
-121.94,37.34,1304,3.1429,<1H OCEAN
-121.86,37.66,1699,4.1597,INLAND
-117.76,34.06,1719,2.227,INLAND
-117.02,32.7,1849,4.1837,NEAR OCEAN
-124.01,40.97,943,3.538,<1H OCEAN
-122.94,38.49,777,2.7072,<1H OCEAN
-117.26,33.19,1518,2.9469,NEAR OCEAN
-117.59,34.02,881,4.7857,INLAND
-122.19,37.82,635,8.317,NEAR BAY
-122.44,37.75,1144,4,NEAR BAY
-118.28,34.01,621,1.8824,<1H OCEAN
-117.15,32.72,781,1.3071,NEAR OCEAN
-122.43,37.72,1989,3.6667,NEAR BAY
-117.86,34.24,628,4.1932,INLAND
-121.45,37.72,766,5.75,INLAND
-118.67,34.27,1390,3.5313,<1H OCEAN
-118.32,34.09,2297,1.676,<1H OCEAN
-122.2,37.88,398,7.7736,NEAR BAY
-117.07,32.69,1091,3.4609,NEAR OCEAN
-120.9,39.95,601,3.5417,INLAND
-118.48,34.26,938,5.749,<1H OCEAN
-118.54,34.22,1299,3.6187,<1H OCEAN
-121.84,37.66,4847,5.6417,INLAND
-119.69,36.38,879,3.3214,INLAND
-118.11,33.92,729,4.3,<1H OCEAN
-120.69,36.84,771,2.2083,INLAND
-118.23,33.76,29,5,NEAR OCEAN
-122.27,37.78,723,3.9444,NEAR BAY
-117.72,33.53,704,5.1129,<1H OCEAN
-117.18,32.69,1304,3.2121,NEAR OCEAN
-119.78,36.31,737,3.1667,INLAND
-122.22,37.77,547,2.8015,NEAR BAY
-119.56,36.1,893,2.13,INLAND
-118.27,34,1276,1.8917,<1H OCEAN
-121.79,38.01,1749,3.1728,INLAND
-118.49,34.01,333,1.9722,<1H OCEAN
-121.77,37.68,277,2.6667,INLAND
-118.39,34.28,3566,4.4818,<1H OCEAN
-118.02,33.83,2257,3.1497,<1H OCEAN
-118.21,33.79,153,2.1964,NEAR OCEAN
-121.44,38.58,892,3.0208,INLAND
-117.86,33.87,891,5.6573,<1H OCEAN
-118.35,34.08,1186,3.2645,<1H OCEAN
-122.38,40.54,647,2.6944,INLAND
-119.79,34.44,977,4.1797,NEAR OCEAN
-121.27,37.96,310,2.5625,INLAND
-120.02,39.24,825,1.8269,INLAND
-120.15,39.2,141,4.1016,INLAND
-118.31,33.88,1491,3.5644,<1H OCEAN
-117.99,34,1371,6.6988,<1H OCEAN
-122,38.23,872,5.2636,INLAND
-122.07,37.91,810,5.0391,NEAR BAY
-117.42,34.1,2231,4.1399,INLAND
-118.14,34.01,1841,2.5326,<1H OCEAN
-118.46,34.42,1884,4.7007,<1H OCEAN
-117.31,34.44,1056,3.6007,INLAND
-121.89,37.67,852,6.5285,INLAND
-117.21,33.95,3962,5.2174,INLAND
-121.65,39.32,374,2.7891,INLAND
-118.18,33.82,943,3.7895,NEAR OCEAN
-117.83,33.77,2249,4.275,<1H OCEAN
-117.2,32.85,980,2.4207,NEAR OCEAN
-122.32,37.92,2606,3.2674,NEAR BAY
-118.36,34.17,1543,2.3851,<1H OCEAN
-118.38,33.84,2637,5.4968,<1H OCEAN
-122.08,37.37,707,7.1108,NEAR BAY
-117.7,33.57,469,3.6196,<1H OCEAN
-121.88,37.4,4240,5.34,<1H OCEAN
-121.43,39.18,504,2.1667,INLAND
-117.32,33.22,1810,2.4375,NEAR OCEAN
-117.32,34.19,999,4.7222,INLAND
-118.01,33.88,1088,3.369,<1H OCEAN
-118.16,33.78,1819,3.1739,NEAR OCEAN
-118.29,34.18,2719,3.6974,<1H OCEAN
-119.14,34.17,836,2.726,NEAR OCEAN
-118.25,33.89,1086,2.4632,<1H OCEAN
-121.07,39.05,827,3.6087,INLAND
-120.71,37.39,785,2.6058,INLAND
-117.16,32.73,873,2.0972,NEAR OCEAN
-121.34,38.57,2731,4.4602,INLAND
-117.24,32.8,874,3.8018,NEAR OCEAN
-116.57,35.43,6835,2.7138,INLAND
-117.96,33.75,1625,2.78,<1H OCEAN
-121.83,37.34,1952,4.087,<1H OCEAN
-118.29,34.09,984,1.9063,<1H OCEAN
-120.94,40.14,1345,1.5774,INLAND
-117.97,33.82,1121,2.9891,<1H OCEAN
-122.43,37.8,1240,3.3715,NEAR BAY
-117.85,34,1389,5.6513,<1H OCEAN
