longitude,latitude,population_range,ocean_proximity
-118.2,33.94,0-2000,<1H OCEAN
-122.87,38.61,0-2000,<1H OCEAN
-118.04,34.04,0-2000,<1H OCEAN
-118.38,33.81,0-2000,NEAR OCEAN
-118.2,34.12,0-2000,<1H OCEAN
-122.36,37.92,0-2000,NEAR BAY
-118.44,34.18,0-2000,<1H OCEAN
-117.81,33.63,0-2000,<1H OCEAN
-122.22,38.08,2000-4000,NEAR BAY
-117.08,32.63,0-2000,NEAR OCEAN
-122.29,40.44,0-2000,INLAND
-124.16,40.78,0-2000,NEAR OCEAN
-118.35,34.13,0-2000,<1H OCEAN
-122.26,37.57,2000-4000,NEAR BAY
-117.23,33.83,0-2000,INLAND
-122.59,38.43,0-2000,<1H OCEAN
-118.38,34.04,2000-4000,<1H OCEAN
-117.96,33.87,0-2000,<1H OCEAN
-118.19,34.02,2000-4000,<1H OCEAN
-122,38.36,0-2000,INLAND
-116.99,32.71,2000-4000,NEAR OCEAN
-121.78,37.68,0-2000,INLAND
-121.26,38.68,0-2000,INLAND
-117.72,33.61,0-2000,<1H OCEAN
-121.38,38.69,0-2000,INLAND
-120.95,39.93,0-2000,INLAND
-122.47,37.5,0-2000,NEAR OCEAN
-118.02,33.76,0-2000,<1H OCEAN
-122.49,37.74,0-2000,NEAR OCEAN
-118.19,33.97,0-2000,<1H OCEAN
-118.02,33.84,2000-4000,<1H OCEAN
-117.31,34.04,0-2000,INLAND
-118.04,34.08,0-2000,<1H OCEAN
-119.2,34.26,0-2000,NEAR OCEAN
-117.99,33.84,0-2000,<1H OCEAN
-118.2,34.13,2000-4000,<1H OCEAN
-121.85,36.6,0-2000,<1H OCEAN
-118.11,34.08,0-2000,<1H OCEAN
-117.97,33.83,0-2000,<1H OCEAN
-117.15,32.76,0-2000,NEAR OCEAN
-117.81,33.66,0-2000,<1H OCEAN
-116.97,32.79,0-2000,<1H OCEAN
-122.23,37.8,0-2000,NEAR BAY
-119.78,36.8,0-2000,INLAND
-122.01,37.53,0-2000,NEAR BAY
-118.89,34.22,0-2000,<1H OCEAN
-124.17,40.77,0-2000,NEAR OCEAN
-120.96,37.67,0-2000,INLAND
-122.14,37.73,0-2000,NEAR BAY
-121.62,39.15,0-2000,INLAND
-116.54,33.87,0-2000,INLAND
-118.41,34,0-2000,<1H OCEAN
-118.14,33.79,0-2000,NEAR OCEAN
-117.96,33.85,0-2000,<1H OCEAN
-118.05,33.83,2000-4000,<1H OCEAN
-122.14,37.9,2000-4000,NEAR BAY
-117.95,34.09,0-2000,<1H OCEAN
-117.66,35.61,2000-4000,INLAND
-118.22,34.14,0-2000,<1H OCEAN
-118.38,34.04,0-2000,<1H OCEAN
-118.09,33.89,0-2000,<1H OCEAN
-121.37,38.57,0-2000,INLAND
-118.39,34.17,2000-4000,<1H OCEAN
-121.38,36.85,2000-4000,INLAND
-122.1,37.66,0-2000,NEAR BAY
-122.43,37.43,4000-6000,NEAR OCEAN
-117.3,33.07,2000-4000,NEAR OCEAN
-122.49,37.59,0-2000,NEAR OCEAN
-118.31,34.05,0-2000,<1H OCEAN
-118.42,34,0-2000,<1H OCEAN
-122.02,37.59,0-2000,NEAR BAY
-116.39,33.72,2000-4000,INLAND
-124.15,40.78,0-2000,NEAR OCEAN
-119.29,34.44,2000-4000,NEAR OCEAN
-122.17,37.73,0-2000,NEAR BAY
-117.44,33.93,0-2000,INLAND
-117.99,34.06,2000-4000,INLAND
-122.29,37.81,0-2000,NEAR BAY
-118.42,34,2000-4000,<1H OCEAN
-121.82,37.73,0-2000,INLAND
-122.03,37.54,2000-4000,NEAR BAY
-122.7,38.45,0-2000,<1H OCEAN
-117.31,34.14,0-2000,INLAND
-117.98,34.08,2000-4000,INLAND
-121.99,38.27,0-2000,INLAND
-118.22,33.92,0-2000,<1H OCEAN
-117.92,34.06,0-2000,<1H OCEAN
-119.85,36.97,0-2000,INLAND
-118.27,34.14,0-2000,<1H OCEAN
-122.66,38.27,0-2000,<1H OCEAN
-118.48,34.04,0-2000,<1H OCEAN
-117.99,33.84,0-2000,<1H OCEAN
-121.25,39.17,0-2000,INLAND
-117.05,32.67,2000-4000,NEAR OCEAN
-121.29,37.97,0-2000,INLAND
-117.08,33.82,0-2000,INLAND
-118.29,33.99,0-2000,<1H OCEAN
-121.06,39.22,0-2000,INLAND
-118.38,33.96,0-2000,<1H OCEAN
-117.18,32.78,2000-4000,NEAR OCEAN
-118.14,34.01,0-2000,<1H OCEAN
-122.34,37.59,0-2000,NEAR OCEAN
-121.8,37.69,2000-4000,INLAND
-122.58,38.08,4000-6000,NEAR BAY
-122.22,38.1,0-2000,NEAR BAY
-118.04,34.1,0-2000,INLAND
-118.21,33.83,0-2000,NEAR OCEAN
-118.27,34.24,0-2000,<1H OCEAN
-119.12,36.05,0-2000,INLAND
-118.11,33.75,0-2000,NEAR OCEAN
-117.94,33.67,0-2000,<1H OCEAN
-118.54,34.28,2000-4000,<1H OCEAN
-122.04,37.35,0-2000,<1H OCEAN
-121.99,37.36,0-2000,<1H OCEAN
-117.39,34.04,0-2000,INLAND
-122.23,37.79,4000-6000,NEAR BAY
-121.54,38.58,2000-4000,INLAND
-118.29,34.02,0-2000,<1H OCEAN
-117.87,33.83,0-2000,<1H OCEAN
-118.17,34.03,0-2000,<1H OCEAN
-121.24,38.78,0-2000,INLAND
-118.13,34.13,0-2000,<1H OCEAN
-117.09,32.76,0-2000,NEAR OCEAN
-120.84,35.32,0-2000,NEAR OCEAN
-121.85,37.26,0-2000,<1H OCEAN
-117.18,32.95,8000-10000,<1H OCEAN
-116.45,33.8,2000-4000,INLAND
-117.25,33,0-2000,NEAR OCEAN
-122.13,37.68,0-2000,NEAR BAY
-121.94,37.34,0-2000,<1H OCEAN
-121.86,37.66,0-2000,INLAND
-117.76,34.06,0-2000,INLAND
-117.02,32.7,0-2000,NEAR OCEAN
-124.01,40.97,0-2000,<1H OCEAN
-122.94,38.49,0-2000,<1H OCEAN
-117.26,33.19,0-2000,NEAR OCEAN
-117.59,34.02,0-2000,INLAND
-122.19,37.82,0-2000,NEAR BAY
-122.44,37.75,0-2000,NEAR BAY
-118.28,34.01,0-2000,<1H OCEAN
-117.15,32.72,0-2000,NEAR OCEAN
-122.43,37.72,0-2000,NEAR BAY
-117.86,34.24,0-2000,INLAND
-121.45,37.72,0-2000,INLAND
-118.67,34.27,0-2000,<1H OCEAN
-118.32,34.09,2000-4000,<1H OCEAN
-122.2,37.88,0-2000,NEAR BAY
-117.07,32.69,0-2000,NEAR OCEAN
-120.9,39.95,0-2000,INLAND
-118.48,34.26,0-2000,<1H OCEAN
-118.54,34.22,0-2000,<1H OCEAN
-121.84,37.66,4000-6000,INLAND
-119.69,36.38,0-2000,INLAND
-118.11,33.92,0-2000,<1H OCEAN
-120.69,36.84,0-2000,INLAND
-118.23,33.76,0-2000,NEAR OCEAN
-122.27,37.78,0-2000,NEAR BAY
-117.72,33.53,0-2000,<1H OCEAN
-117.18,32.69,0-2000,NEAR OCEAN
-119.78,36.31,0-2000,INLAND
-122.22,37.77,0-2000,NEAR BAY
-119.56,36.1,0-2000,INLAND
-118.27,34,0-2000,<1H OCEAN
-121.79,38.01,0-2000,INLAND
-118.49,34.01,0-2000,<1H OCEAN
-121.77,37.68,0-2000,INLAND
-118.39,34.28,2000-4000,<1H OCEAN
-118.02,33.83,2000-4000,<1H OCEAN
-118.21,33.79,0-2000,NEAR OCEAN
-121.44,38.58,0-2000,INLAND
-117.86,33.87,0-2000,<1H OCEAN
-118.35,34.08,0-2000,<1H OCEAN
-122.38,40.54,0-2000,INLAND
-119.79,34.44,0-2000,NEAR OCEAN
-121.27,37.96,0-2000,INLAND
-120.02,39.24,0-2000,INLAND
-120.15,39.2,0-2000,INLAND
-118.31,33.88,0-2000,<1H OCEAN
-117.99,34,0-2000,<1H OCEAN
-122,38.23,0-2000,INLAND
-122.07,37.91,0-2000,NEAR BAY
-117.42,34.1,2000-4000,INLAND
-118.14,34.01,0-2000,<1H OCEAN
-118.46,34.42,0-2000,<1H OCEAN
-117.31,34.44,0-2000,INLAND
-121.89,37.67,0-2000,INLAND
-117.21,33.95,2000-4000,INLAND
-121.65,39.32,0-2000,INLAND
-118.18,33.82,0-2000,NEAR OCEAN
-117.83,33.77,2000-4000,<1H OCEAN
-117.2,32.85,0-2000,NEAR OCEAN
-122.32,37.92,2000-4000,NEAR BAY
-118.36,34.17,0-2000,<1H OCEAN
-118.38,33.84,2000-4000,<1H OCEAN
-122.08,37.37,0-2000,NEAR BAY
-117.7,33.57,0-2000,<1H OCEAN
-121.88,37.4,4000-6000,<1H OCEAN
-121.43,39.18,0-2000,INLAND
-117.32,33.22,0-2000,NEAR OCEAN
-117.32,34.19,0-2000,INLAND
-118.01,33.88,0-2000,<1H OCEAN
-118.16,33.78,0-2000,NEAR OCEAN
-118.29,34.18,2000-4000,<1H OCEAN
-119.14,34.17,0-2000,NEAR OCEAN
-118.25,33.89,0-2000,<1H OCEAN
-121.07,39.05,0-2000,INLAND
-120.71,37.39,0-2000,INLAND
-117.16,32.73,0-2000,NEAR OCEAN
-121.34,38.57,2000-4000,INLAND
-117.24,32.8,0-2000,NEAR OCEAN
-116.57,35.43,6000-8000,INLAND
-117.96,33.75,0-2000,<1H OCEAN
-121.83,37.34,0-2000,<1H OCEAN
-118.29,34.09,0-2000,<1H OCEAN
-120.94,40.14,0-2000,INLAND
-117.97,33.82,0-2000,<1H OCEAN
-122.43,37.8,0-2000,NEAR BAY
-117.85,34,0-2000,<1H OCEAN
-117.85,33.81,2000-4000,<1H OCEAN
-122.49,38.32,0-2000,<1H OCEAN
-118.51,34.16,4000-6000,<1H OCEAN
-119.99,38.88,0-2000,INLAND
-118.32,34.2,0-2000,<1H OCEAN
-118.09,33.82,0-2000,<1H OCEAN
-122.08,37.63,0-2000,NEAR BAY
-121.25,37.92,0-2000,INLAND
-117.69,33.53,2000-4000,<1H OCEAN
-117.99,33.72,0-2000,<1H OCEAN
-118.15,34,2000-4000,<1H OCEAN
-121,35.94,0-2000,<1H OCEAN
-117.14,33.23,0-2000,<1H OCEAN
-118.31,34.1,4000-6000,<1H OCEAN
-117.71,33.62,0-2000,<1H OCEAN
-117.84,34.11,0-2000,INLAND
-122.08,37.08,0-2000,NEAR OCEAN
-118.43,34.17,0-2000,<1H OCEAN
-117.64,33.68,2000-4000,<1H OCEAN
-118.27,33.86,2000-4000,<1H OCEAN
-117.05,33.01,0-2000,<1H OCEAN
-118.17,33.94,0-2000,<1H OCEAN
-122.28,37.8,0-2000,NEAR BAY
-122.28,37.53,2000-4000,NEAR OCEAN
-118.47,34.05,2000-4000,<1H OCEAN
-122.28,37.54,2000-4000,NEAR OCEAN
-122.03,37.35,0-2000,<1H OCEAN
-117.24,32.81,0-2000,NEAR OCEAN
-122.29,37.89,0-2000,NEAR BAY
-118.87,34.23,0-2000,<1H OCEAN
-119.45,35.07,0-2000,INLAND
-121.64,37.85,0-2000,INLAND
-120.01,34.54,0-2000,NEAR OCEAN
-117.26,33.05,0-2000,NEAR OCEAN
-122.31,38.32,2000-4000,NEAR BAY
-119.35,36.33,0-2000,INLAND
-117.8,33.78,2000-4000,<1H OCEAN
-116.51,33.94,0-2000,INLAND
-121.32,37.95,0-2000,INLAND
-119.08,35.39,2000-4000,INLAND
-116.96,32.79,2000-4000,<1H OCEAN
-118.21,34.11,0-2000,<1H OCEAN
-117.8,33.68,0-2000,<1H OCEAN
-121.6,39.75,0-2000,INLAND
-117.3,34.1,0-2000,INLAND
-118.34,33.95,0-2000,<1H OCEAN
-122.45,37.74,2000-4000,NEAR BAY
-121.76,36.91,0-2000,<1H OCEAN
-118.33,34.04,0-2000,<1H OCEAN
-122.54,37.7,0-2000,NEAR OCEAN
-117.57,34.13,2000-4000,INLAND
-118.19,34.08,0-2000,<1H OCEAN
-118.24,34.12,0-2000,<1H OCEAN
-121.29,37.89,0-2000,INLAND
-122.43,37.66,0-2000,NEAR OCEAN
-122.72,38.88,0-2000,INLAND
-117.31,33.75,2000-4000,<1H OCEAN
-121.68,37.98,0-2000,INLAND
-117.11,32.9,0-2000,<1H OCEAN
-117.64,34.08,0-2000,INLAND
-122.1,37.61,0-2000,NEAR BAY
-117.89,34.11,0-2000,<1H OCEAN
-117.89,34.13,0-2000,<1H OCEAN
-121.21,37.5,0-2000,INLAND
-120.85,37.78,0-2000,INLAND
-117.93,34.08,0-2000,<1H OCEAN
-120.22,38.05,0-2000,INLAND
-117.21,32.75,0-2000,NEAR OCEAN
-118.16,33.92,0-2000,<1H OCEAN
-119.2,34.18,2000-4000,NEAR OCEAN
-119.89,36.64,0-2000,INLAND
-122.16,37.79,4000-6000,NEAR BAY
-118.4,34.03,0-2000,<1H OCEAN
-119.63,36.33,0-2000,INLAND
-118.29,33.88,0-2000,<1H OCEAN
-122.48,37.57,2000-4000,NEAR OCEAN
-122.11,39.82,0-2000,INLAND
-117.29,33.72,0-2000,<1H OCEAN
-118.24,33.99,0-2000,<1H OCEAN
-119.72,34.44,0-2000,<1H OCEAN
-117.91,33.63,0-2000,<1H OCEAN
-118.56,34.19,0-2000,<1H OCEAN
